개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,소재지우편번호,도로명우편번호,사업장명,데이터갱신구분,데이터갱신시점,도로명주소,상세영업상태명,상세영업상태코드,승려수,신도수,영업상태코드,유래연혁,전통사찰명,전화번호,좌표정보(X),좌표정보(Y),지번주소,지정취소,지정취소사유,지정취소일자,창립연대,최종수정시점
3070000,CDFD1001,1988-07-28,,영업/정상,,,,,,개운사,I,2026-05-10 22:06:53,,지정,05,190,7000,01,"성북구 안암동5가 157번지의 안암산 자락에 자리하고 있는 개운사(開運寺)는 한국 근ㆍ현대 불교사의 전개과정에서 대단히 중요한 비중을 차지하는 곳이다. 도량의 규모는 그다지 큰 편이 아니지만 '불교개혁의 근원지'라든가 '불교 교육의 근본도량'이라는 수식어가 이런한 개운사의 비중을 잘 나타내 주고 있다고 하겠다. 특히 1981년부터 중앙승가대학의 교육장으로 정착되면서 개운사는 미래의 한국 불교를 이끌어 나갈 인재양성의 산실로 기대를 받고 있다.

개운사의 창건에 대해서는 1396년(조선 태조5년) 무학대사가 영도사(永導寺)를 창건하였는데, 이것이 개운사의 전신이라는 설이 일반적으로 알려져 있는 내용이다. 즉 무학대사가 도성 동쪽 5리쯤에 영도사를 창건한 후, 1779년(정조 3년)정조의 후궁 원빈(元嬪)홍씨가 죽자 명인원(明仁圓)이라는 무덤을 영도사의 곁에 조성하게 되는데, 명인원으로 인해 영도사는 왼쪽 등성이 몇 리쯤으로 옮기게 되었으며 이때 사찰이름도 개운사로 고치게 되었다는 것이다. 개운사 창건을 전후한 이러한 내용은 뚜렷한 문헌에 수록된 것은 아니며, '사전(寺傳)' 또는 '사기(寺記)'라는 표현에 의한 것임을 알 수 있다.",개운사,,,,서울특별시 성북구 안암동5가 157 ,N,,,,2009-04-22 13:17:12
3070000,CDFD1002,1988-07-28,,영업/정상,,,,,,흥천사,I,2026-05-10 22:06:53,,승인,07,17,4500,01,"흥천사는 태조 6년(1397) 신덕왕후 강씨의 능침사찰로 오늘날 중구 정동에 창건되었던 170여 간의 대사찰로 조계종의 본산(本山)이었다. 태조 이성계는 1396년에 정릉을 조영하고 나서 신덕왕후의 명복을 빌기 위해 흥천사를 건립하도록 하였다. 1409년에 흥천사도 능방(陵傍)의 소암(小庵)으로 이전하고 사호를 신흥사(新興寺)라 했다. 중종 5년(1510)에는 화재로 파괴되어 대종을 덕수궁에 보관, 1669년(현종 10)에 이 절이 능침(陵寢)과 너무 가깝다하여 함취정(含翠亭) 유지(遺址)에 이건하고 현재의 자리로 이전한 것은 정조 18년(1794)에 성민(聖敏), 경산(慶山) 두 스님에 의해서였다. 헌종 7년(1841)에 구봉(九峯) 계장(啓壯)스님에 의해 칠성각이 건립, 동 15년에 성혜(性慧)스님에 의해 적조암(寂照庵)이 창건. 철종 4년(1853)에 계장스님에 의해 극락보전이 중수되었고, 동 6년에 순기(舜麒)스님이 명부전을 건립하였으며 고종 22년(1885)에 대방을 중수했다. 1865년(고종 2)에는 흥천사라는 본명을 다시썼다. 1959년에 운파(雲坡), 일우(一雨) 두 스님이 칠성각을 재건하고, 이어서 1967년에 용화전과 1970년에 연화대를 새로 건립하여 오늘에 이르고있다.",흥천사,,,,서울특별시 성북구 돈암동 595호,N,,,,2012-02-03 14:46:11
3070000,CDFD1003,1988-07-28,,영업/정상,,,,,,봉국사,I,2026-05-10 22:06:53,,지정,05,12,8000,01,"봉국사는 신덕왕후 강씨의 정릉의 원찰(願刹)로 정릉길 옆에 위치한 조계종 소속 사찰이다. 이 절은 고려말 공민왕 3년(1354)에 나옹대사(懶翁大師)에 의해 창건되었다고 하는 설도 있고, 조선초 태조 4년(1395)에 나라의 무궁한 발전을 위하여 당시 왕사(王師)였던 무학대사에 의해 창건된 호국 사찰로 약사사(藥師寺)라고 불렀다는 것이다. 처음에는 법당에 약사여래를 봉안한 관계로 약사사라 하였다. 조선 후기 현종 10년(1669) 태조 이성계의 계비 신덕왕후(神德王后)의 정릉을 수봉(修封)하고 태묘에 제사를 드리게 되면서 정릉의 사초(沙草)를 새로 하는 동시에 정자각(丁字閣),안향청(安香廳),전례청(典禮聽) 등을 새로 세우면서 이 절을 원찰(願刹)로 하였다. 이 때 나라를 받든다는 뜻에서 절 이름을 봉국사로 고쳤다. 그러나 이후의 절 역사는 잘 알려지지 않으며, 조선말 임오군란(1882)때 봉국사가 소실된 것을 한계(漢溪)·덕운(德雲) 두 스님이 힘을 모아 이듬해에 중건, 1898년에 명부전을 중건, 1913년에는 칠성각을 중건, 1979년 10월에 절 입구에 일음루(一音樓)를 건립, 1994년에 안심당을 지어 스님들의 수행정진과 신도들의 신행처로 사용하고 있다.",봉국사,,,,서울특별시 성북구 정릉동 637호,N,,,,2003-06-23 14:08:04
3070000,CDFD1004,1988-07-28,,영업/정상,,,,,,경국사,I,2026-05-10 22:06:53,,지정,05,12,6000,01,"경국사는 북한산 동쪽에 자리한 고려시대의 사찰이다.고려 충숙왕 12년(1325)에 자정율사(慈淨律師)가 창건하여 청암사(靑巖寺)라 하였다. 이 사찰은 옛부터 정토사상에 바탕을 둔 기도도량으로 유명하다. '경국사 사적기'에는 문정왕후의 중창 이후 '부처님의 가호로 국가에 경사스러운 일이 항상 있기를 기원하는 뜻에서' 청암사를 경국사로 이름을 바꾸었다고 한다. 일제 때인 1921년부터는 단청(丹靑)과 탱화 조성에 일가를 이루었던 보경(寶慶:1890~1979)스님이 60년간 주지로 머물면서 절을 새롭게 변모시켜 나갔다. 1950년대에는 이승만대통령이 보경스님의 인격과 태도에 감화되어 몇 차례나 찾아왔고, 1953년 닉슨 미국 부통령이 방한하였을 때도 이 절을 찾아왔다.",경국사,,,,서울특별시 성북구 정릉동 753호,N,,,,2006-11-20 14:51:04
3070000,CDFD1005,1988-07-28,,영업/정상,,,,,,미타사,I,2026-05-10 22:06:53,,승인,07,20,1000,01,"'탑골 승방'이라는 이 일대 지명의 유래가 관계되어 있는 미타사(彌陀寺)는 보문사의 바로 옆인 성북구 보문동3가 51번지에 자리하고있다. 사찰규모는 크지 않으나 비구니스님 전문 수량도량답게 매우 단아한 분위기를 지니고 있다.  미타사는 고려 광종 원년(950)에 혜거국사(慧居國師)가 창건하였으며 고려 초 문종 원년(1047)에 이 절에 석탑을 쌓자 이 근처를 탑골[塔洞]이라고 부르면서 미타사를 탑골 승방[塔洞僧房]이라고 칭하게 됐다.  따라서 탑골 승방은 인근의 보문사보다 미타사를 지칭한다고 본다. 충숙왕 원년(1314)에 혜감국사(慧鑑國師)가 2차로 중수하였고 1459년에는 조선 단종비 송씨가 3차 중수, 순조 원년(1801)에 4차 중수했다. 헌종 2년(1836)에는 운처(雲剔) 당인선사(堂仁禪師)가 5차 중수하였고, 1969년에 고봉선사(古峯禪師)가 6차로 중수하여 오늘에 이르고 있다. 1969년 비구니 계주(季珠)가 고봉(古峰)의 도움으로 중수하여 오늘에 이른다.",미타사,,,,서울특별시 성북구 보문동3가 51호,N,,,,2011-10-20 11:27:56
3070000,CDFD1006,1988-11-26,,영업/정상,,,,,,내원사,I,2026-05-10 22:06:53,,지정,05,5,1150,01,"내원사(內院寺)는 성북구 정릉도4동 산1번지, 북한산 국립공원 입구에서 산쪽으로 약 1km정도 올라간 곳에 자리하고 있다. 사찰규모는 크지 않지만 산중 사찰 분위기를 어느 정도 느낄 수 있는 곳이다. 실제로 내원사의 창건시기나 정확한 사찰명 등에 대해서는 많은 의문점이 남아있는 상태이나, 고려 현종 19년 지눌스님이 창건한 것으로 전해지고 있다. 또한 내원사라는 절이름에 대해서도 정확한 고증에 어려움이 따른다. 내원사의 전 주지스님은 1969년경 대웅전을 새로 지으면서 이전 건물에서 내원사라는 이름이 나왔기 때문에 현재까지 그대로 사용하고 있다고 전한 바 있다.",내원사,,199058.337168495    ,457988.15598168     ,서울특별시 성북구 정릉동 산 1-1 ,N,,,,2003-07-02 13:58:42
3080000,CDFD1001,1988-07-27,,영업/정상,,,,,01002,도선사,I,2026-05-09 22:30:34,"서울특별시 강북구 도선사길 278, 도선사 (우이동)",지정,05,10,99900,01,"신라 경문왕 2년(862년) 도선국사가 창건하여 호국불교의 이념을 면면히 계승해 오면서 이조말 광무 8년(1904년)에 국가 기원 본찰로 지정받은 대사찰이며, 신라때부터 현재까지 한국불교의 변천사를 겪어온 유서깊은 사찰이다.",도선사,,198958.899761771    ,461456.748314697    ,서울특별시 강북구 우이동 산 69 도선사 ,N,,,,2025-09-30 17:00:52
3080000,CDFD1002,1988-07-27,,영업/정상,,,,,,화계사,I,2026-05-09 22:30:35,,승인,07,15,8000,01,"조선 중종 17년(1522년) 신월대사가 창건하였다. 광해군 10년(1618년)에 화재로 전소하였으나 다음해 복원하였고, 고종 3년 대원군의 시주로 용선, 범운 양 대사가 중수하고, 고종 7년(1870년) 대웅전, 명부전을 중건하였다. 경내에는 대원군의 친필현판을 비롯해서 추사 김정희, 위당 신관호의 필적이 있다.",화계사,,200576.135574246    ,458917.047650364    ,서울특별시 강북구 수유동 487 화계사 ,N,,,,2022-10-12 18:34:13
3080000,CDFD1008,2005-06-24,,영업/정상,,,,,,본원정사,I,2026-05-09 22:30:41,서울특별시 강북구 삼각산로 1 (수유동),지정,05,1,50,01,"본원정사는 대한불교조계종 직할교구 본사 조계사의 말사로서 1923년 비구니 손덕선스님이 창건하였는데 
삼각산 태고사라는 고려시대의 역사깊은 사원터 였다고 전해지고 있음.  특히, 사찰에 소장되어 있는 목조지장보살좌상은 서울시 유형문화재 제136호로 지정되어 있는데 전체적인 형태가 18세기 초기 불상의 특징을 가지고 있는 조선후기 목조각을 대표하는 작품으로 평가받고 있다..",본원정사,,200385.261191235    ,459448.774287011    ,서울특별시 강북구 수유동 산 125 ,N,,,,2011-10-31 11:18:56
3080000,CDFD1007,2005-02-19,,영업/정상,,,,,01000,신검사,I,2026-05-09 22:30:40,"서울특별시 강북구 삼양로179길 209-44, 신검사 (우이동)",지정,05,3,200,01,"삼각산 중턱에 자리잡은 법안사는 신라시대때 창건되었다고 구전으로 전해 내려오고 있다.
 오래된 석축과 신라시대 여래상으로 추정되는 불두, 고려시대 나한상 등 경내에서 발견된 여러 유물로 미루어 라시대에서 고려초기에 창건된 사찰임을 알 수 있다. 
입구에 돌로 쌓아 만든 석축이 있는데 돌의 모서리가 둥글둥글하게 되어 있어 오래된 석축임을 알 수 있다.",신검사,,199381.809204172    ,462038.78519661     ,서울특별시 강북구 우이동 산 68-1 신검사 ,N,,,,2020-10-21 14:44:37
3080000,CDFD1006,1992-09-23,,영업/정상,,,,,,삼성암,I,2026-05-09 22:30:39,,승인,07,5,1500,01,"조선조 고종 9년(1872년)에 창건하여 소란암이라 하였는데 고종 19년(1882년)에 박선묵 스님이 독성각을 짓고 삼성암이라 개명하였다. 1936년 동운스님이 칠성각을 짓고, 1941년 중현 스님이 법당을 개축하였다. 이 곳은 산세가 수려하며 기도장소 등으로 많은 시민이 찬는 곳이다.",삼성암,,200196.25305016     ,458698.567533498    ,서울특별시 강북구 수유동 산 164-5 ,N,,,,2022-06-30 15:17:23
3080000,CDFD1005,1988-09-27,,영업/정상,,,,,01000,용덕사,I,2026-05-09 22:30:38,"서울특별시 강북구 삼양로179길 209-81, 용덕사 (우이동)",지정,05,2,1000,01,1910년 건립된 사찰로서 이 장소가 용의 입모양을 하고 있다 하여 용덕사라 불렀다. 대웅전 옆 큰 바위에 약사여래불을 새겨 모시고 있다.,용덕사,,199954.79299432     ,463221.771564831    ,서울특별시 강북구 우이동 244-4 용덕사 ,N,,,,2020-10-21 14:44:04
3080000,CDFD1004,1988-09-27,,취소/말소/만료/정지/중지,,,,,01012,백련사,I,2026-05-09 22:30:37,"서울특별시 강북구 4.19로20길 142, 백련사 (수유동)",취소,06,2,3000,04,1931년 건립된 사찰로서 약수터로 잘 알려진 곳이다. 중병에 걸려 생사를 헤매던 사람이 현재의 대웅전 옆 약수를 마시고 회생하여 이곳에 절을 세웠다고 한다. 주변의 경치도 수려하거니와 휴식 및 체육시설이 갖추어져 있어 아침 산책코스로 널리 알려져 있다.,백련사,,199664.779538204    ,459434.308212017    ,서울특별시 강북구 수유동 산 127-1 백련사 ,Y,대웅전 등 전통사찰 내 건물의 개축으로 문화적 가치 상실 등,2011-08-25,,2020-10-21 14:43:12
3080000,CDFD1003,1988-09-27,,영업/정상,,,,,,보광사,I,2026-05-09 22:30:36,서울특별시 강북구 삼양로145길 176 (우이동),지정,05,6,5000,01,"조선 정조 12년(1788년) 금강산에서 수도한 원담스님이 창건하여 신원사라 하였다. 6.25전쟁으로 많은 건물이 소실되었고, 일부 건물이 보존되어 1980년 11월 보광사로 개명되었다.",보광사,,,,서울특별시 강북구 우이동 76-24 ,N,,,,2018-11-14 15:22:15
3090000,CDFD1003,1988-07-18,,영업/정상,,,,,,천축사,I,2026-04-01 22:06:52,,승인,07,5,5000,01,"천축사는 서울시 도봉구 만장봉 동쪽 기슭에 자리한 사찰로, 이 절을 천축사(天竺寺)라고 이른 것은 고려 때 인도승려 지공(指空)이 나옹화상(懶翁和尙)에게 이곳의 경관이 천축국의 영축산과 비슷하다고 한데서 유래되었다. 천축사의 연혁은 신라 673년(문무왕 13)에 의상대사가 의상대에서 수도할 때, 제자를 시켜 암자를 짓게 하고, 옥천암(玉泉庵)이라 한 것에서 출발하였으며, 그 뒤 고려 명종 때에 근처 영국사(寧國寺)의 부속암자로 맥을 이었다. 이후 조선시대인 1398년(태조 7)에 태조가 옛날 이 곳에서 백일기도하던 것을 상기하여 절을 중창하고 천축사라는 사액을 내렸다.근대에는 1911년에 화주 보허축전(寶虛竺典)이 관음ㆍ신중탱을 봉안하고, 1931년에 주지 김용태(金瑢泰)가 천축사로 오르는 길을 확장하였으며, 이후 수많은 신도들이 천축사 도량에 불사하여 1936년에 현재의 모습을 갖춘 가람이 조성되었다. 지금의 가람은 주지 용태스님 이후인 1959년에 중수된 것으로, 현재 주지 현공(玄公)스님이 주석하며, 2003년부터 2005년까지 대웅전을 비롯하여 독성각ㆍ산신각을 중수하고 요사채와 공양간을 신축하여 천축사 가람을 복원하였다.",천축사,029541474,201631.487977155    ,465744.05268809     ,서울특별시 도봉구 도봉동 549 ,N,,,,2025-04-15 17:32:44
3090000,CDFD1004,1988-09-07,,영업/정상,,,,,,원통사,I,2026-04-01 22:06:52,,승인,07,2,500,01,"신라 시대인 863년(경문왕 3)에 도선 국사가 도봉산에 절을 창건하여 원통사라 하였으며, 1053년(문종 7) 승려 관월 운개(觀月雲開)가 중창하였고, 1392년(태조 1)에 승려 천은 득일(天隱得一)이 삼창하였다. 그 후 조선 영조 때 승려 유인(宥？)이 중수하고 절 이름을 보은사(報恩寺)라 바꾸었다. 또 1810년(순조 10)에 승려 청화(淸和), 1887년(고종 24)에 승려 응허 한규(應虛漢奎)가 중창하였다.

1928년 비구니 자현(慈賢)이 주지로 부임하여 퇴락한 절의 중건을 발원하고 설악산의 승려 춘성(春城)을 청하여 천일 관음 기도를 올려 1929년에 불전을 중건하였다. 승려 보경 보현(寶鏡普賢)을 데려와 아미타불과 지장보살상을 조성하여 봉안하였다. 1931년에 천일기도가 끝나자 그해 겨울에 지리산의 승려 보응과 함께 다시 만일 염불회를 시작하여 1933년에 칠성각을 세우고 1936년에 법당 일부와 큰방을 중수하였으며, 이때에 절 이름을 잠시 보문사(普門寺)로 바꾸기도 하였다. 이후 1938년에 독성각이 세워졌다.",원통사,,200872.925510438    ,464508.687342073    ,서울특별시 도봉구 도봉동 546 ,N,,,,2026-02-11 10:37:56
3090000,CDFD1005,2025-06-25,,영업/정상,,,,,01300,광륜사,I,2026-04-01 22:06:52,"서울특별시 도봉구 도봉산길 86-1, 광륜사 (도봉동)",지정,05,6,2000,01,,광륜사,029565555,203055.116046885    ,465027.96462562     ,서울특별시 도봉구 도봉동 401 광륜사 ,N,,,,2025-07-28 15:35:46
3090000,CDFD1002,1988-07-18,,영업/정상,,,,,,천축사,I,2026-04-01 22:06:52,,지정,05,,,01,,천축사,029541474,201631.487977155    ,465744.05268809     ,서울특별시 도봉구 도봉동 549 ,,,,,2014-05-27 14:35:03
3090000,CDFD1001,2005-01-28,,영업/정상,,,,,,만월암,I,2026-04-01 22:06:52,,지정,05,2,3500,01,"672년 義湘大師가 창건, 義湘臺와 天竺寺를 창건하기 전에 기거하던 곳으로 1784년 석불개금을 하였고 1938년 正觀 徐光前과 安普德씨가 증건하였다. 1941년 8월 退耕 權相老가 萬月庵記를 쓰고 善悟스님이 1999년5월19일 石佛坐像이 有形文化財 제121호로 지정될 수 있도록 하였고 2002년10월15일 慧空스님이 중수 하였다.",만월암,,,,서울특별시 도봉구 도봉동 산 29-1 ,N,,,,2011-10-30 14:40:43
